Churn_1_PREDICTION,Churn_0_PREDICTION,Churn_PREDICTION,THRESHOLD,POSITIVE_CLASS,DEPLOYMENT_APPROVAL_STATUS,Names,Age,Total_Purchase,Account_Manager,Years,Num_Sites,Onboard_date,Location,Company,Churn
0.3784222492,0.6215777508,0,0.5,1,APPROVED,Brittany Smith,45.0,8595.24,0,6.4,10.0,2012-11-08 06:43:24,"151 Sara Springs Lake Davidside, AK 46384-8806",Patrick-Walker,0
0.0651963244,0.9348036756,0,0.5,1,APPROVED,Laura Smith,45.0,6681.61,1,5.6,8.0,2010-06-16 21:05:45,"1723 Galloway Groves Apt. 026 Timothystad, PR 36052-9128","West, Gonzales and Shields",0
0.0387182277,0.9612817723,0,0.5,1,APPROVED,Michael Dominguez,29.0,10203.18,1,5.82,8.0,2014-01-03 23:18:09,"3043 Walters Loaf Suite 575 Christophermouth, TN 25692",Guzman-Hunter,0
0.3494446101,0.6505553899,0,0.5,1,APPROVED,Paul Wagner,42.0,10427.12,0,6.64,10.0,2011-06-04 23:57:31,"49936 Colleen Stream Port Elizabeth, MN 80287-5385","Santos, Jackson and Guerrero",0
0.0124867939,0.9875132061,0,0.5,1,APPROVED,Calvin Coleman,39.0,10388.38,0,5.1,7.0,2013-07-09 16:29:09,Unit 9127 Box 5819 DPO AE 24161,Stark-Clarke,0
0.0076785609,0.9923214391,0,0.5,1,APPROVED,Lisa Burton,39.0,9353.38,0,4.06,7.0,2014-02-04 02:19:31,Unit 9800 Box 2878 DPO AA 75157,Smith-Alexander,0
0.0350154981,0.9649845019,0,0.5,1,APPROVED,John Gonzales,42.0,11756.06,0,4.88,8.0,2014-07-31 14:15:33,"3880 Denise Curve South Christopher, NC 79432","Martin, White and Hernandez",0
0.5378918988,0.4621081012,1,0.5,1,APPROVED,Linda Hubbard,40.0,12295.95,1,5.69,11.0,2010-01-08 23:22:21,"8983 Benjamin Run South Kelseytown, AZ 03915",Vincent Group,0
0.0929303675,0.9070696325,0,0.5,1,APPROVED,Rachel Hull,40.0,7819.46,1,4.77,9.0,2014-07-03 11:47:51,"02794 Edward Summit Suite 660 Victoriahaven, TN 44165",Taylor LLC,0
0.0377315482,0.9622684518,0,0.5,1,APPROVED,Tracy Ray,34.0,10674.92,1,3.09,9.0,2006-08-15 20:48:58,Unit 3715 Box 1153 DPO AA 36768-7501,Wise Inc,0
0.3065988746,0.6934011254,0,0.5,1,APPROVED,Sarah Bailey,37.0,10989.43,0,6.62,10.0,2013-07-14 15:25:42,"56493 Becker Stravenue Suite 006 West Anna, MS 49275",Spencer and Sons,0
0.0613829476,0.9386170524,0,0.5,1,APPROVED,Aaron King,46.0,7504.79,0,5.98,8.0,2007-05-13 20:42:11,"38346 Smith Prairie Arnoldside, MD 33861-4885",Hernandez PLC,0
0.0181492143,0.9818507857,0,0.5,1,APPROVED,Bradley Washington,46.0,9306.05,0,5.35,7.0,2016-01-01 18:31:30,"149 Paula Divide Vazquezfurt, MN 57597-1890",Smith and Sons,0
0.0079679686,0.9920320314,0,0.5,1,APPROVED,Holly Caldwell,37.0,11523.63,1,3.56,7.0,2014-10-29 11:21:21,"020 Amy Groves Suite 845 Phillipsport, AL 40594","Spencer, Young and Shaw",0
0.0383360047,0.9616639953,0,0.5,1,APPROVED,Cheryl Bruce,44.0,9613.84,1,4.38,8.0,2014-06-18 19:25:33,"PSC 5054, Box 2004 APO AP 20629","Oconnor, Hernandez and Bailey",0
0.0189337947,0.9810662053,0,0.5,1,APPROVED,Megan Flynn,48.0,13298.38,0,2.99,8.0,2015-12-06 16:55:18,"86354 Brenda Manor Port Stevenmouth, NC 39915","Smith, Shelton and Williams",0
0.0722644915,0.9277355085,0,0.5,1,APPROVED,Amanda Williams,37.0,8614.75,0,5.03,9.0,2011-07-07 15:43:46,"79676 Johnson Villages Apt. 089 Reyesstad, DC 78510",Jones-Fisher,0
0.005756537,0.994243463,0,0.5,1,APPROVED,Amy Morris,45.0,9951.97,1,4.4,6.0,2015-04-01 19:58:01,"017 Gutierrez Fork New Benjamin, VA 99400","Patel, Smith and Campos",0
0.0313822965,0.9686177035,0,0.5,1,APPROVED,Teresa Garcia,46.0,11343.33,1,3.69,8.0,2012-09-20 05:52:41,"2374 Jackson Walks Larryberg, PW 89438-7588",Ibarra and Sons,0
0.2010784665,0.7989215335,0,0.5,1,APPROVED,Thomas Mcintosh,38.0,10026.44,1,6.85,9.0,2014-01-12 02:04:27,"510 Alexander Pike New Scottfort, NV 46217-8559",Garrett Ltd,0
0.0156684692,0.9843315308,0,0.5,1,APPROVED,Justin Friedman,38.0,8473.65,1,4.78,7.0,2010-11-29 19:37:15,"9195 Erin Terrace Suite 818 Lake Feliciaberg, NV 64016-8747",Garcia-Johnson,0
0.2124551695,0.7875448305,0,0.5,1,APPROVED,Whitney Beasley,42.0,12989.06,0,5.0,10.0,2010-03-15 16:50:19,"PSC 3448, Box 5424 APO AE 92778-0504",Knight Inc,0
0.0035055516,0.9964944484,0,0.5,1,APPROVED,Beverly Perry,38.0,12893.47,1,5.69,5.0,2012-11-20 05:53:31,"3145 Cruz Mill North Deborahstad, AR 02085",Mathis Ltd,0
0.2796725192,0.7203274808,0,0.5,1,APPROVED,David Sweeney,34.0,7324.32,0,6.69,10.0,2014-12-16 02:23:49,"755 Ashley Motorway Suite 227 West Rachel, NH 67933-7552","Adams, Dominguez and Vasquez",0
0.1432093945,0.8567906055,0,0.5,1,APPROVED,Amber Williams,40.0,8530.23,1,3.66,10.0,2012-03-02 18:33:21,"2896 Diana Spur Suite 985 New Tami, IN 56915","Lee, Daniels and Ryan",0
0.0075140457,0.9924859543,0,0.5,1,APPROVED,Lisa Murray,46.0,10675.86,0,3.33,7.0,2014-12-06 22:07:07,"943 Briana Circles Lake Joseph, UT 22842-6913","Herring, Lee and Taylor",0
0.0685192873,0.9314807127,0,0.5,1,APPROVED,Jose Hoffman,43.0,10300.24,0,6.44,8.0,2008-06-15 13:51:40,"244 Johnson Court Lake Justin, MD 66889-8251",Rice PLC,0
0.0002705222,0.9997294778,0,0.5,1,APPROVED,Regina Kirby,41.0,10921.54,0,5.07,3.0,2015-09-04 11:32:49,"310 Amy Underpass Suite 089 Lake Kevin, DC 23138-4553",Schaefer-Berry,0
0.1841543323,0.8158456677,0,0.5,1,APPROVED,Shawn Ramirez,42.0,10527.52,1,8.42,8.0,2008-02-03 02:07:40,"7873 Trevino Tunnel Angelamouth, AZ 84280","Gilbert, Bennett and Lindsey",0
0.5994390893,0.4005609107,1,0.5,1,APPROVED,Ruben Thomas,44.0,8338.05,0,6.57,11.0,2008-02-15 18:36:24,"919 Bennett Gateway Russochester, SC 57606",Cohen-Rodriguez,0
0.002569712,0.997430288,0,0.5,1,APPROVED,Austin Palmer,36.0,9593.71,0,3.98,6.0,2009-03-21 00:05:24,"85112 Raymond Ridge Suite 934 East Christinachester, CO 33248",Lynch-Davies,0
0.0397827366,0.9602172634,0,0.5,1,APPROVED,Anthony Hall,46.0,11537.69,1,6.37,7.0,2011-01-24 07:40:18,"0910 Bell Mount West Lindseyview, MS 35802",Kelly Group,0
0.0030497778,0.9969502222,0,0.5,1,APPROVED,Richard Gardner,35.0,12936.64,1,3.73,6.0,2010-07-31 02:11:17,"617 Diane River Lake Jillianton, TX 91296-2338",Alexander-Reed,0
0.1173799952,0.8826200048,0,0.5,1,APPROVED,Destiny Morales,40.0,8815.24,0,5.63,9.0,2012-11-15 04:23:07,"108 Oscar Rapids Port Vanessa, KY 23348-6290","Martin, Flores and Graham",0
0.4534490826,0.5465509174,0,0.5,1,APPROVED,Brittany Murphy,42.0,12300.94,1,6.89,10.0,2007-06-19 09:53:56,"892 Elizabeth Mission Apt. 511 West Leslieville, WA 98000-6023","Schmidt, Johnston and Kaufman",0
0.0039003879,0.9960996121,0,0.5,1,APPROVED,Tony Soto,35.0,11830.36,1,4.41,6.0,2006-10-01 16:57:42,"227 Jennifer Park Smithbury, TN 22659-9788",Nichols-Wade,0
0.1314739124,0.8685260876,0,0.5,1,APPROVED,Sharon Torres,36.0,14715.53,1,5.73,9.0,2014-01-31 00:05:00,"983 Carl Run Apt. 446 West Christina, NM 45895","Blanchard, Hawkins and Torres",0
0.0360935445,0.9639064555,0,0.5,1,APPROVED,Brenda Fuentes,44.0,9214.98,1,6.44,7.0,2016-03-04 14:24:53,"443 Shari Plains Apt. 479 Tiffanyside, TN 88122","Boyd, Jennings and Gutierrez",0
0.0046754629,0.9953245371,0,0.5,1,APPROVED,Rodney Evans,49.0,8092.13,0,6.32,5.0,2011-10-22 19:12:36,"025 Ricky Ford East John, AS 71101-1423",Simmons Inc,0
0.0173775099,0.9826224901,0,0.5,1,APPROVED,Robin Woods,41.0,12008.34,1,4.94,7.0,2009-12-24 12:36:10,"404 Joshua Estate Apt. 074 Jacobsonside, CT 88758-3164",Bright PLC,0
0.0142804801,0.9857195199,0,0.5,1,APPROVED,Jennifer Anderson,38.0,11803.58,1,6.97,6.0,2015-12-15 11:48:35,"521 Charles Lakes Lake Michaelland, NE 42708","Stewart, Sanchez and Valentine",0
0.2410067031,0.7589932969,0,0.5,1,APPROVED,Tabitha Love,37.0,13498.28,1,7.06,9.0,2007-11-23 13:38:04,"8308 Rhodes Crest Apt. 745 Beckyfurt, KS 20974-1928",Stein PLC,0
0.1458429411,0.8541570589,0,0.5,1,APPROVED,Diana Carroll,46.0,9601.95,0,5.9,9.0,2011-08-10 04:56:18,"3270 Barnes Station Suite 780 Lake Blake, TN 43554-9146",Rubio-Humphrey,0
0.0924049824,0.9075950176,0,0.5,1,APPROVED,Matthew Jacobs,54.0,13184.51,0,6.04,8.0,2013-03-20 17:57:42,"507 Harris Summit East Kevin, WY 06036-0197","Nichols, Carter and Goodman",0
0.0418574889,0.9581425111,0,0.5,1,APPROVED,Rebecca Prince,36.0,4690.57,1,5.41,8.0,2012-01-25 00:45:38,"209 Daniel Springs Suite 388 Port Courtneybury, PW 27640-7474",Sandoval-Mcgrath,0
0.0067260921,0.9932739079,0,0.5,1,APPROVED,Eric Smith,37.0,11416.56,0,6.06,6.0,2006-04-03 04:29:08,"166 Julie Vista Apt. 132 Lake Sarahborough, HI 29875",Thomas-Curtis,0
0.0618910549,0.9381089451,0,0.5,1,APPROVED,Jeffrey Hernandez,56.0,9940.54,1,6.57,7.0,2014-03-04 07:00:57,"2739 Jackson Mission Rojashaven, WI 86960",Thompson-Elliott,0
0.1242031286,0.8757968714,0,0.5,1,APPROVED,William Newman,35.0,13680.25,1,5.79,9.0,2011-10-07 15:43:59,"3785 Duran Lodge Port Nicholashaven, MH 08892-1815",Williams-Charles,0
0.0338725937,0.9661274063,0,0.5,1,APPROVED,Ashley Smith,29.0,5900.78,1,5.56,8.0,2007-09-19 06:55:51,"663 White Tunnel Suite 995 Port Joseph, PR 93959-2444","Jones, Reyes and Cross",0
0.0315474292,0.9684525708,0,0.5,1,APPROVED,Sandra Mcintyre,36.0,10339.05,1,6.88,7.0,2010-08-02 09:34:35,"10676 Ferguson Ranch Suite 380 Lake Parker, OH 23498",Cowan Inc,0
0.6041491218,0.3958508782,1,0.5,1,APPROVED,Robert Joseph,46.0,11538.57,1,7.93,10.0,2015-04-03 16:15:00,"95222 Lisa Turnpike South Laurenburgh, NC 33273-8443",Cortez Inc,0
0.0536908286,0.9463091714,0,0.5,1,APPROVED,George Chavez,43.0,7178.92,1,5.32,8.0,2007-12-15 00:13:30,"63837 Jessica Valleys Apt. 645 East Jasmine, WV 26260-6871","Rodriguez, Moore and Cunningham",0
0.0070692926,0.9929307074,0,0.5,1,APPROVED,Joshua Walters,51.0,8840.51,0,2.7,7.0,2012-08-28 14:56:34,USS Mcdonald FPO AA 93590,Bennett Ltd,0
0.1004944484,0.8995055516,0,0.5,1,APPROVED,John Howard,47.0,14154.26,0,4.73,9.0,2012-08-19 15:56:39,"PSC 9026, Box 5801 APO AE 43474",Cantu Inc,0
0.1633381032,0.8366618968,0,0.5,1,APPROVED,Deborah Howell,42.0,10583.76,0,6.51,9.0,2006-08-18 05:47:20,"9609 Harper Dale New Danieltown, AR 80238-4616",Ortiz Ltd,0
0.0039805995,0.9960194005,0,0.5,1,APPROVED,Terry Diaz,46.0,11401.63,0,6.13,5.0,2014-06-30 15:46:07,USNV Rose FPO AP 67907-1654,"Charles, Cruz and Marshall",0
0.0965055931,0.9034944069,0,0.5,1,APPROVED,Roberto Gonzales,41.0,7495.6,1,6.57,8.0,2009-11-29 08:47:17,"13697 Hale Burgs Apt. 574 Jamesfort, UT 03958-6187",Davis and Sons,0
0.0795408275,0.9204591725,0,0.5,1,APPROVED,Jesse Mitchell,36.0,8878.96,1,4.66,9.0,2016-06-24 08:32:37,"4563 Rebecca Rest Lisaville, GA 03268","Dunn, Hopkins and Adams",0
0.0254337232,0.9745662768,0,0.5,1,APPROVED,Linda Allen,37.0,11111.59,1,6.0,7.0,2013-11-01 00:22:56,"9111 Harris Throughway Roblesfurt, MA 91589",Butler-Alexander,0
0.0219682902,0.9780317098,0,0.5,1,APPROVED,Heather Hernandez,42.0,8519.64,0,3.99,8.0,2006-03-01 07:20:00,"6815 Andrea Isle Lindseyborough, OR 26077-2763","Carr, Esparza and Flores",0
0.193067607,0.806932393,0,0.5,1,APPROVED,Ryan Chapman,44.0,12361.42,1,3.7,10.0,2014-11-13 21:11:21,"PSC 3188, Box 1421 APO AA 49368-5290",Williams Ltd,0
0.0151339,0.9848661,0,0.5,1,APPROVED,Anthony Mooney,41.0,9014.9,1,4.45,7.0,2010-11-19 04:30:56,"9131 Russell Court Suite 160 South Michellefurt, PW 79597",Knight-Price,0
0.0195560925,0.9804439075,0,0.5,1,APPROVED,Timothy Henry,42.0,6081.5,0,3.73,8.0,2011-04-22 16:14:18,"73765 Crystal Terrace Apt. 641 Ramirezfort, GU 82626-0948","Norris, Chavez and Martinez",0
0.0448083283,0.9551916717,0,0.5,1,APPROVED,Vanessa Hayes,43.0,10944.65,1,2.62,9.0,2010-06-24 21:15:32,"820 Kristin Lock Suite 348 Emilyhaven, WI 45502-8866",Casey-Stevens,0
0.1341627663,0.8658372337,0,0.5,1,APPROVED,Timothy Jacobs,40.0,11764.35,1,5.54,9.0,2006-09-16 05:57:02,"835 Potter Field Apt. 413 Port Kristina, IL 58467",Lawson-Jones,0
0.0019639531,0.9980360469,0,0.5,1,APPROVED,Austin Melendez,44.0,12155.91,1,4.11,5.0,2009-07-30 18:11:19,"697 Mcdowell Pike Lake Phillip, LA 32009-7853","Carlson, Ramos and Johnson",0
0.0207540776,0.9792459224,0,0.5,1,APPROVED,Brittany Green,41.0,11971.75,1,5.38,7.0,2011-02-13 18:26:31,"1241 Wiley Motorway Prattchester, TN 32961-5246","Smith, Stein and Mueller",0
0.0149701379,0.9850298621,0,0.5,1,APPROVED,Michael Perry,41.0,14080.95,1,4.61,7.0,2015-06-09 20:51:48,Unit 2093 Box 1530 DPO AA 53596-7800,Stone PLC,0
0.0676346997,0.9323653003,0,0.5,1,APPROVED,Theresa Martinez,41.0,6204.86,1,6.08,8.0,2016-05-12 17:50:46,"21267 Nixon Coves Moorestad, NH 93322-8817",Howell-Valdez,0
0.0306166475,0.9693833525,0,0.5,1,APPROVED,Jessica Gutierrez,39.0,4994.48,0,5.02,8.0,2016-07-29 12:56:50,"0347 Glenn Springs Kellyview, GU 58381-4038",Moreno-Sharp,0
0.0427791919,0.9572208081,0,0.5,1,APPROVED,James Franklin,36.0,11047.43,0,5.98,8.0,2006-04-11 05:00:15,"399 Herbert Key Port Thomas, PR 14265","Wright, Myers and Garcia",0
0.0084804208,0.9915195792,0,0.5,1,APPROVED,Julie Francis,40.0,12925.64,0,4.04,7.0,2013-03-16 06:25:16,"6656 Edward Manors Apt. 704 Flynnshire, GA 70372","Frank, Knox and Robinson",0
0.010435504,0.989564496,0,0.5,1,APPROVED,Marissa Nguyen,36.0,8233.25,1,4.35,7.0,2013-08-24 22:54:43,"8541 King Spur Suite 184 Aliciafurt, AZ 39457",Mueller LLC,0
0.3239633511,0.6760366489,0,0.5,1,APPROVED,Marie Bauer,39.0,9282.33,0,4.52,11.0,2009-04-08 21:56:15,"8923 Nunez Cove Apt. 302 New Allisonmouth, MP 01493",Bell-Kelly,0
0.1498204441,0.8501795559,0,0.5,1,APPROVED,Thomas Brown,46.0,13383.25,1,5.27,9.0,2010-04-06 23:18:17,"5098 Daniel Village Apt. 434 North Josephmouth, NJ 26103-2939",Brown-Estrada,0
0.3980325276,0.6019674724,0,0.5,1,APPROVED,Julie Moore,40.0,8911.91,0,6.99,10.0,2014-11-20 15:27:54,"67368 Karen Ford Suite 722 Gonzalezfort, MH 57379-8391",Huynh Inc,0
0.028597444,0.971402556,0,0.5,1,APPROVED,Nicole Jacobson,41.0,8783.13,1,6.2,7.0,2009-10-08 16:00:31,"029 Bill Alley Apt. 087 West Kenneth, UT 32896","Hoffman, Leach and Smith",0
0.002567262,0.997432738,0,0.5,1,APPROVED,John Davis,35.0,12654.35,0,1.66,7.0,2011-11-01 14:43:46,"88854 Sarah Lake Suite 435 Lake Steven, MD 39080",Gordon-Pruitt,0
0.3708366443,0.6291633557,0,0.5,1,APPROVED,Crystal Mccullough,40.0,6773.23,1,4.29,11.0,2006-10-17 12:23:47,"323 Adams Circles Andersonmouth, VI 05122-6749",Hall-Branch,0
0.0636065194,0.9363934806,0,0.5,1,APPROVED,Michael Patterson,31.0,9574.89,0,7.34,8.0,2009-01-27 11:02:57,"8392 Heather Camp Mackenziefurt, NE 44919-3028","Anderson, Brown and Montes",0
0.0249761855,0.9750238145,0,0.5,1,APPROVED,Brianna White,45.0,9722.92,1,3.35,8.0,2006-01-07 19:04:44,"087 Kimberly Ridges Thomasbury, MA 73601",Alexander LLC,0
0.0126233973,0.9873766027,0,0.5,1,APPROVED,Austin Hays,41.0,9516.87,0,4.94,7.0,2008-06-15 03:31:07,"55004 Schmidt Fort Apt. 448 North Samanthaland, AR 63822",Austin Ltd,0
0.0497448955,0.9502551045,0,0.5,1,APPROVED,Tammy Kelley,38.0,6638.87,1,5.61,8.0,2014-07-20 09:42:45,"41822 Wright Loop Apt. 718 West Kendrabury, CO 10948-4798",Smith and Sons,0
0.1080992312,0.8919007688,0,0.5,1,APPROVED,Monique Delgado,30.0,10960.52,1,5.96,9.0,2007-03-04 02:41:15,"781 Cassie Flat Austinville, AS 10515-8328",Silva-Guerra,0
0.0023072174,0.9976927826,0,0.5,1,APPROVED,Timothy Mcdonald,52.0,11093.87,0,4.38,5.0,2016-09-30 14:28:53,"6685 Marie Unions Suite 385 West Kevinfort, MS 77092-9463",Smith-Hawkins,0
0.3207567806,0.6792432194,0,0.5,1,APPROVED,Donald Barrett,51.0,10323.07,1,7.03,9.0,2014-01-14 10:48:37,"107 Melissa Manors Suite 419 East Teresashire, ME 40421-3419",Zhang-Brown,0
0.0411693528,0.9588306472,0,0.5,1,APPROVED,Darin Alexander,43.0,15858.91,1,4.51,8.0,2008-08-11 02:19:38,"82216 Garrison Coves Apt. 482 Heathertown, MS 60762",Anderson Group,0
0.0120301633,0.9879698367,0,0.5,1,APPROVED,Joseph Taylor,40.0,11309.18,0,4.91,7.0,2008-08-07 15:34:43,"170 Kenneth Flats South James, AL 78065",Robertson-Nelson,0
0.0090878626,0.9909121374,0,0.5,1,APPROVED,Catherine Martin,32.0,12142.99,0,5.01,7.0,2013-07-04 23:28:04,"75224 Powell Point Apt. 653 Lake Norma, AZ 05753",Lee Inc,0
0.0337469719,0.9662530281,0,0.5,1,APPROVED,Amber Carr,44.0,10965.95,1,4.11,8.0,2012-07-03 18:49:25,"95266 Mary Fort West Kennethmouth, WV 43523","Davis, Mccormick and Carson",0
0.2441207563,0.7558792437,0,0.5,1,APPROVED,Brenda Walls,51.0,10877.81,1,8.35,8.0,2006-05-10 04:40:16,"078 Nunez Haven Suite 032 East Bradley, SC 36621-1197","Jones, Black and Schneider",0
0.6749796814,0.3250203186,1,0.5,1,APPROVED,Carol Young,38.0,7491.55,0,5.66,12.0,2015-07-28 21:21:12,"31037 Gregory Creek Brooksmouth, FL 10099",Dunn LLC,0
0.00922128,0.99077872,0,0.5,1,APPROVED,James Shah,47.0,9324.49,1,4.91,6.0,2007-11-28 21:26:52,"66256 Danielle Ford New Maureen, MS 47550","Wilson, Collins and Lee",0
0.2058493732,0.7941506268,0,0.5,1,APPROVED,Julie Mitchell,45.0,9034.21,0,6.89,9.0,2011-06-20 01:07:56,"8195 Alan Junctions Lake Angela, SC 48151-1612",Jenkins-Johnson,0
0.0961259935,0.9038740065,0,0.5,1,APPROVED,Martha Green,54.0,11856.28,0,6.19,8.0,2014-03-14 17:28:59,USCGC Patrick FPO AP 72386,"Anderson, Webb and Gordon",0
0.1541522362,0.8458477638,0,0.5,1,APPROVED,John Long,41.0,9191.02,1,5.89,9.0,2013-06-10 16:50:14,"3142 Michael Shores Apt. 648 Port Kyleview, MA 08135-5259","Hernandez, Peck and Martin",0
0.0601050794,0.9398949206,0,0.5,1,APPROVED,Ricky Stewart,41.0,10617.16,0,6.26,8.0,2006-04-28 11:11:54,"927 Joseph Lights Lake Anthonyborough, ID 34724","Sutton, Black and Tate",0
0.2497167768,0.7502832232,0,0.5,1,APPROVED,Cassandra Proctor,49.0,11321.2,0,4.89,10.0,2006-03-07 00:11:21,"1780 Sherry Circle Ruizbury, WI 73815-9062","Smith, Moran and Gonzales",0
0.117901342,0.882098658,0,0.5,1,APPROVED,Kenneth James,41.0,15516.52,0,3.53,10.0,2016-01-07 07:31:58,Unit 7222 Box 4339 DPO AP 13281,Wright Group,0
0.0525352082,0.9474647918,0,0.5,1,APPROVED,Shawn Hughes,52.0,5647.92,0,5.08,8.0,2009-03-16 00:10:13,"89503 Hurley Wells Suite 603 Port Garrettmouth, MI 00879",Powell-Medina,0
0.0300913469,0.9699086531,0,0.5,1,APPROVED,Kim Adams,30.0,8677.28,1,7.31,7.0,2006-10-13 13:08:25,"766 Vanessa Villages West Michelle, VA 51730","Wiley, Macdonald and Lewis",0
0.0063169747,0.9936830253,0,0.5,1,APPROVED,Katie Wagner,43.0,15423.03,1,2.41,7.0,2007-05-26 03:19:15,"4331 Tyler Fall Williamfurt, NC 10542-4839","Galloway, Thornton and Diaz",0
0.008317501,0.991682499,0,0.5,1,APPROVED,Joshua Cole,38.0,8097.01,0,4.32,7.0,2011-12-15 07:22:56,"65431 Elizabeth Rest Apt. 912 Lake Stephanie, SD 65477-1657",Miller LLC,0
0.1021229295,0.8978770705,0,0.5,1,APPROVED,Tony Mathews,47.0,9148.74,1,6.38,8.0,2012-03-26 06:23:51,"8471 Jason Spur Jasminemouth, AL 19070","Navarro, Williams and Escobar",0
0.0137370072,0.9862629928,0,0.5,1,APPROVED,Andrew Kent,45.0,12374.97,0,4.66,7.0,2011-12-24 17:00:01,"79904 Jacobson Wells Apt. 852 Josephfort, NV 94414","Briggs, Cross and Norris",0
0.0494595109,0.9505404891,0,0.5,1,APPROVED,Nancy Riley,36.0,8646.72,0,6.33,8.0,2007-04-23 20:03:58,"65795 Shepard Flats New Sheila, NJ 22914-4957","Thompson, Mendez and Morales",0
0.0284975491,0.9715024509,0,0.5,1,APPROVED,Dr. Tina Le,53.0,10338.09,1,5.07,7.0,2007-04-07 09:21:14,"94016 Hill Village Suite 984 New Kristyfort, TN 68508-8351",Steele LLC,0
0.0835074562,0.9164925438,0,0.5,1,APPROVED,Jonathan Brown,38.0,13019.89,1,6.65,8.0,2011-01-24 12:28:51,"073 Ryan Haven Suite 323 New Jonathan, DC 25812-0853",Munoz-Pearson,0
0.061793875,0.938206125,0,0.5,1,APPROVED,Amy Baldwin,41.0,13743.42,0,3.92,9.0,2009-11-01 10:37:02,"596 Erica Route Apt. 258 New Janice, IN 57273",Morgan-Garcia,0
0.0325023474,0.9674976526,0,0.5,1,APPROVED,Gary Bryant,39.0,8646.2,0,2.94,9.0,2010-07-21 16:56:35,"636 John Road Suite 304 Morrisonshire, MN 04090-3035",Newman-Phillips,0
0.0121447188,0.9878552812,0,0.5,1,APPROVED,Jeffrey Thompson,42.0,6523.74,0,2.71,8.0,2013-06-06 03:51:01,"7280 Douglas River Apt. 701 Suzanneport, KS 56534","Peters, Rodriguez and Smith",0
0.0320808938,0.9679191062,0,0.5,1,APPROVED,Johnny Watts,56.0,8626.48,1,5.07,7.0,2011-06-13 05:25:22,"62761 Edwin Overpass Joshuabury, PA 98754-4095","Jacobs, Martinez and Bond",0
0.0217111544,0.9782888456,0,0.5,1,APPROVED,Stephanie Juarez,41.0,5191.08,0,6.29,7.0,2016-12-07 02:57:32,"026 Brown Springs Suite 306 Lindsayville, MD 06840","Gonzalez, Willis and Moody",0
0.0047869156,0.9952130844,0,0.5,1,APPROVED,James Velazquez,38.0,7097.52,1,4.68,6.0,2009-08-11 09:43:19,"91449 Warren Land Hallberg, SD 39520-2416","Williams, Wilcox and Mitchell",0
0.0833303214,0.9166696786,0,0.5,1,APPROVED,Erin Hall,41.0,13277.82,0,4.84,9.0,2009-02-21 05:30:35,"43775 Michael Curve Apt. 937 South Patricia, MN 13454-1801",Lawson-Carter,0
0.071880571,0.928119429,0,0.5,1,APPROVED,Justin Campos,53.0,3263.0,1,2.77,9.0,2013-11-11 22:49:58,"3483 Davis Viaduct Guzmanmouth, RI 60858",Hall-Butler,0
0.2214698516,0.7785301484,0,0.5,1,APPROVED,Jessica Flores,52.0,14669.61,0,6.28,9.0,2012-08-30 14:53:07,"38975 Jennifer Harbor Apt. 491 West Cody, WA 38692-1960",Wright Ltd,0
0.049210343,0.950789657,0,0.5,1,APPROVED,Richard Bell,47.0,13359.2,1,4.55,8.0,2016-07-29 08:39:49,"007 Davis Squares Flynnchester, SC 79849",Anderson Group,0
0.0120136212,0.9879863788,0,0.5,1,APPROVED,Betty Bowers,43.0,12078.39,1,6.06,6.0,2014-10-31 16:00:04,"79062 Henson Expressway Williamsview, PR 54326-7935",Davis Ltd,0
0.6818772355,0.3181227645,1,0.5,1,APPROVED,Rebekah Burns,48.0,8513.75,1,8.24,10.0,2009-11-19 11:01:38,"81006 Armstrong Falls Suite 944 New Kellyborough, SD 34820-7157","Bruce, Craig and Fletcher",0
0.0234916326,0.9765083674,0,0.5,1,APPROVED,James Rivas,38.0,9557.2,0,4.47,8.0,2007-01-10 07:29:46,"90866 Harmon Radial North Jennifermouth, MI 55389","Allen, Hernandez and Bryant",0
0.6126282564,0.3873717436,1,0.5,1,APPROVED,Robert Terry,44.0,6517.22,0,4.55,12.0,2010-04-23 00:50:01,"3480 Joseph Hollow South Stanley, ME 17014-2360",Cole-Hartman,0
0.2395650317,0.7604349683,0,0.5,1,APPROVED,Christian Mann,40.0,4762.81,1,5.12,10.0,2008-03-10 01:30:38,"53545 Susan Views Suite 594 New Pamela, OK 73980-0288",Gallagher-Foster,0
0.0057417943,0.9942582057,0,0.5,1,APPROVED,Christopher Yates,45.0,6452.83,1,4.41,6.0,2012-08-20 15:56:22,"PSC 7127, Box 3035 APO AP 88800-1111","Hernandez, Middleton and Brewer",0
0.0044241435,0.9955758565,0,0.5,1,APPROVED,Cynthia Daniels,31.0,8688.21,0,3.58,7.0,2007-09-06 18:15:23,"496 Klein Ports Quinnstad, NE 67656",Jackson-Terry,0
0.0931664293,0.9068335707,0,0.5,1,APPROVED,Kellie Ryan,32.0,12254.75,1,5.32,9.0,2014-05-26 11:13:57,"275 Patricia Hills Ronnieborough, AK 71437-9508","Reeves, Flores and Bauer",0
0.0320564685,0.9679435315,0,0.5,1,APPROVED,David Payne,39.0,5914.3,1,2.3,9.0,2008-03-30 06:50:39,"882 Schneider Inlet Paigeburgh, NJ 33304",Aguirre LLC,0
